Rule: ('otc alterations permit', '2.0') ==> ('St',)	 , confidence: 0.752,lift: 1.081
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.879,lift: 0.978
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.879,lift: 1.609
Rule: ('5.0', '', 'wood frame (5)', 'St') ==> ('otc alterations permit',)	 , confidence: 0.879,lift: 0.978
Rule: ('wood frame (5)', 'St') ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.879,lift: 1.000
Rule: ('5.0', 'wood frame (5)', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.879,lift: 1.000
Rule: ('', 'wood frame (5)', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.879,lift: 1.000
Rule: ('5.0', '', 'wood frame (5)', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.879,lift: 1.000
Rule: ('St', '6.0') ==> ('otc alterations permit',)	 , confidence: 0.880,lift: 0.978
Rule: ('St', '6.0') ==> ('8',)	 , confidence: 0.880,lift: 0.978
Rule: ('St', '6.0') ==> ('8', 'otc alterations permit')	 , confidence: 0.880,lift: 0.978
Rule: ('St', '6.0') ==> ('', '8')	 , confidence: 0.880,lift: 0.978
Rule: ('', 'St', '6.0') ==> ('8',)	 , confidence: 0.880,lift: 0.978
Rule: ('St', '6.0') ==> ('', 'otc alterations permit')	 , confidence: 0.880,lift: 0.978
Rule: ('', 'St', '6.0') ==> ('otc alterations permit',)	 , confidence: 0.880,lift: 0.978
Rule: ('6.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('', '6.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('2.0', 'constr type 1') ==> ('8',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('', 'otc alterations permit')	 , confidence: 0.880,lift: 0.979
Rule: ('', '2.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('', '8')	 , confidence: 0.880,lift: 0.979
Rule: ('', '2.0', 'constr type 1') ==> ('8',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('8', '1.0')	 , confidence: 0.880,lift: 4.640
Rule: ('2.0', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 0.880,lift: 4.640
Rule: ('2.0', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('2.0', 'constr type 1') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('', '2.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('2.0', 'constr type 1') ==> ('', '8', '1.0')	 , confidence: 0.880,lift: 4.640
Rule: ('', '2.0', 'constr type 1') ==> ('8', '1.0')	 , confidence: 0.880,lift: 4.640
Rule: ('2.0', '1.0', 'constr type 1') ==> ('', '8')	 , confidence: 0.880,lift: 0.979
Rule: ('', '2.0', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('', 'otc alterations permit', '1.0')	 , confidence: 0.880,lift: 4.640
Rule: ('', '2.0', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 0.880,lift: 4.640
Rule: ('2.0', '1.0', 'constr type 1') ==> ('', 'otc alterations permit')	 , confidence: 0.880,lift: 0.979
Rule: ('', '2.0', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.880,lift: 0.979
Rule: ('2.0', 'constr type 1') ==> ('otc alterations permit', '1.0', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('2.0', '1.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('2.0', 'constr type 1') ==> ('', 'otc alterations permit', '1.0', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('', '2.0', 'constr type 1') ==> ('otc alterations permit', '1.0', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('2.0', '1.0', 'constr type 1') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('', '2.0', '1.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.880,lift: 1.000
Rule: ('0.0', 'St') ==> ('5.0', '8')	 , confidence: 0.881,lift: 1.612
Rule: ('0.0', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.881,lift: 1.612
Rule: ('0.0', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.881,lift: 1.000
Rule: ('0.0', 'St') ==> ('5.0', '', '8')	 , confidence: 0.881,lift: 1.000
Rule: ('', '0.0', 'St') ==> ('5.0', '8')	 , confidence: 0.881,lift: 1.612
Rule: ('0.0', 'St') ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.881,lift: 1.000
Rule: ('', '0.0', 'St') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.881,lift: 1.612
Rule: ('0.0', 'St') ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.881,lift: 1.000
Rule: ('', '0.0', 'St') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.881,lift: 1.000
Rule: ('0.0', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.882,lift: 1.516
Rule: ('0.0', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.882,lift: 1.516
Rule: ('0.0', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.882,lift: 1.516
Rule: ('', '0.0', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.882,lift: 1.516
Rule: ('0.0', 'complete', 'St') ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.882,lift: 1.516
Rule: ('', '0.0', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.882,lift: 1.516
Rule: ('2.0', '1.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.883,lift: 0.982
Rule: ('2.0', '1.0', 'St') ==> ('8',)	 , confidence: 0.883,lift: 0.982
Rule: ('2.0', '1.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.883,lift: 0.982
Rule: ('', '2.0', '1.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.883,lift: 0.982
Rule: ('2.0', '1.0', 'St') ==> ('', '8')	 , confidence: 0.883,lift: 0.982
Rule: ('', '2.0', '1.0', 'St') ==> ('8',)	 , confidence: 0.883,lift: 0.982
Rule: ('2.0', '1.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.883,lift: 1.000
Rule: ('2.0', '1.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.883,lift: 1.000
Rule: ('', '2.0', '1.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.883,lift: 1.000
Rule: ('otc alterations permit', '0.0', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', '8', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', '8', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('', '0.0', '8', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.883,lift: 1.517
Rule: ('otc alterations permit', '0.0', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('', '0.0', 'otc alterations permit', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', 'otc alterations permit', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', 'otc alterations permit', 'complete', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('0.0', '8', 'complete', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('0.0', 'otc alterations permit', '8', 'complete', 'St') ==> ('wood frame (5)',)	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', '8', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', '8', 'complete', 'St') ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('', '0.0', '8', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', 'otc alterations permit', 'complete', 'St') ==> ('', '5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.000
Rule: ('', 'otc alterations permit', '0.0', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('otc alterations permit', '0.0', 'complete', 'St') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('0.0', '8', 'complete', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('otc alterations permit', '0.0', '8', 'complete', 'St') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('0.0', 'otc alterations permit', 'complete', 'St') ==> ('', '8', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('0.0', '8', 'complete', 'St') ==> ('', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('', 'otc alterations permit', '0.0', 'complete', 'St') ==> ('8', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('', '0.0', '8', 'complete', 'St') ==> ('otc alterations permit', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('0.0', 'otc alterations permit', '8', 'complete', 'St') ==> ('', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('', 'complete', 'otc alterations permit', 'St', '0.0', '8') ==> ('wood frame (5)',)	 , confidence: 0.883,lift: 1.517
Rule: ('otc alterations permit', '0.0', 'complete', 'St') ==> ('5.0', '', 'wood frame (5)', '8')	 , confidence: 0.883,lift: 1.000
Rule: ('0.0', '8', 'complete', 'St') ==> ('5.0', '', 'wood frame (5)', 'otc alterations permit')	 , confidence: 0.883,lift: 1.000
Rule: ('', '0.0', 'otc alterations permit', 'complete', 'St') ==> ('5.0', '8', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('', '0.0', '8', 'complete', 'St') ==> ('5.0', 'otc alterations permit', 'wood frame (5)')	 , confidence: 0.883,lift: 1.717
Rule: ('otc alterations permit', '0.0', '8', 'complete', 'St') ==> ('5.0', '', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('', 'complete', '0.0', 'St', 'otc alterations permit', '8') ==> ('5.0', 'wood frame (5)')	 , confidence: 0.883,lift: 1.517
Rule: ('wood frame (5)',) ==> ('otc alterations permit',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('8',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('5.0', '8')	 , confidence: 0.884,lift: 1.617
Rule: ('5.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('5.0', 'otc alterations permit')	 , confidence: 0.884,lift: 1.617
Rule: ('5.0', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('', '8')	 , confidence: 0.884,lift: 0.983
Rule: ('', 'wood frame (5)') ==> ('8',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('', 'otc alterations permit')	 , confidence: 0.884,lift: 0.983
Rule: ('', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('8', 'otc alterations permit')	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('5.0', '', 'otc alterations permit')	 , confidence: 0.884,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('', 'otc alterations permit')	 , confidence: 0.884,lift: 0.983
Rule: ('', 'wood frame (5)') ==> ('5.0', 'otc alterations permit')	 , confidence: 0.884,lift: 1.617
Rule: ('5.0', '', 'wood frame (5)') ==> ('otc alterations permit',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('wood frame (5)',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('wood frame (5)',) ==> ('', '5.0', '8')	 , confidence: 0.884,lift: 1.617
Rule: ('', 'wood frame (5)') ==> ('5.0', '8')	 , confidence: 0.884,lift: 1.617
Rule: ('5.0', 'wood frame (5)') ==> ('', '8')	 , confidence: 0.884,lift: 0.983
Rule: ('', '5.0', 'wood frame (5)') ==> ('8',)	 , confidence: 0.884,lift: 0.983
Rule: ('wood frame (5)',) ==> ('5.0', '', '8', 'otc alterations permit')	 , confidence: 0.884,lift: 1.000
Rule: ('5.0', 'wood frame (5)') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('', 'wood frame (5)') ==> ('5.0', 'otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('5.0', '', 'wood frame (5)') ==> ('otc alterations permit', '8')	 , confidence: 0.884,lift: 1.000
Rule: ('5.0', 'St') ==> ('8',)	 , confidence: 0.885,lift: 0.984
Rule: ('5.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.885,lift: 0.984
Rule: ('5.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.885,lift: 1.000
Rule: ('5.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.885,lift: 0.984
Rule: ('', '5.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.885,lift: 0.984
Rule: ('5.0', 'St') ==> ('', '8')	 , confidence: 0.885,lift: 0.984
Rule: ('', '5.0', 'St') ==> ('8',)	 , confidence: 0.885,lift: 0.984
Rule: ('5.0', 'St') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.885,lift: 1.000
Rule: ('5.0', '', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.885,lift: 1.000
Rule: ('3.0',) ==> ('otc alterations permit',)	 , confidence: 0.886,lift: 0.985
Rule: ('3.0',) ==> ('8',)	 , confidence: 0.886,lift: 0.985
Rule: ('3.0',) ==> ('', '8')	 , confidence: 0.886,lift: 0.985
Rule: ('', '3.0') ==> ('8',)	 , confidence: 0.886,lift: 0.985
Rule: ('3.0',) ==> ('', 'otc alterations permit')	 , confidence: 0.886,lift: 0.985
Rule: ('', '3.0') ==> ('otc alterations permit',)	 , confidence: 0.886,lift: 0.985
Rule: ('3.0',) ==> ('8', 'otc alterations permit')	 , confidence: 0.886,lift: 0.985
Rule: ('3.0',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.886,lift: 1.000
Rule: ('', '3.0') ==> ('otc alterations permit', '8')	 , confidence: 0.886,lift: 1.000
Rule: ('constr type 1',) ==> ('8',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('otc alterations permit',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('', '8')	 , confidence: 0.887,lift: 0.987
Rule: ('', 'constr type 1') ==> ('8',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('8', '1.0')	 , confidence: 0.887,lift: 4.676
Rule: ('1.0', 'constr type 1') ==> ('8',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('otc alterations permit', '1.0')	 , confidence: 0.887,lift: 4.676
Rule: ('1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('8', 'otc alterations permit')	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('', 'otc alterations permit')	 , confidence: 0.887,lift: 0.987
Rule: ('', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('otc alterations permit', '1.0', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('1.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '1.0')	 , confidence: 0.887,lift: 4.676
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 0.887,lift: 4.676
Rule: ('1.0', 'constr type 1') ==> ('', 'otc alterations permit')	 , confidence: 0.887,lift: 0.987
Rule: ('', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('constr type 1',) ==> ('', '8', '1.0')	 , confidence: 0.887,lift: 4.676
Rule: ('', 'constr type 1') ==> ('8', '1.0')	 , confidence: 0.887,lift: 4.676
Rule: ('1.0', 'constr type 1') ==> ('', '8')	 , confidence: 0.887,lift: 0.987
Rule: ('', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 0.887,lift: 0.987
Rule: ('constr type 1',) ==> ('', 'otc alterations permit', '1.0', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('', 'constr type 1') ==> ('otc alterations permit', '1.0', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('1.0', 'constr type 1') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('', '1.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('5.0',) ==> ('otc alterations permit',)	 , confidence: 0.887,lift: 0.987
Rule: ('5.0',) ==> ('8',)	 , confidence: 0.887,lift: 0.987
Rule: ('5.0',) ==> ('8', 'otc alterations permit')	 , confidence: 0.887,lift: 0.987
Rule: ('5.0',) ==> ('', '8')	 , confidence: 0.887,lift: 0.987
Rule: ('', '5.0') ==> ('8',)	 , confidence: 0.887,lift: 0.987
Rule: ('5.0',) ==> ('', 'otc alterations permit')	 , confidence: 0.887,lift: 0.987
Rule: ('5.0', '') ==> ('otc alterations permit',)	 , confidence: 0.887,lift: 0.987
Rule: ('5.0',) ==> ('', 'otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('5.0', '') ==> ('otc alterations permit', '8')	 , confidence: 0.887,lift: 1.000
Rule: ('St', '2.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.888,lift: 0.988
Rule: ('St', '2.0', 'constr type 1') ==> ('8',)	 , confidence: 0.888,lift: 0.988
Rule: ('constr type 1', '2.0', 'St') ==> ('otc alterations permit', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('St', '2.0', 'constr type 1') ==> ('otc alterations permit', '1.0')	 , confidence: 0.888,lift: 4.680
Rule: ('2.0', 'St', '1.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.888,lift: 0.988
Rule: ('constr type 1', '2.0', 'St') ==> ('', '8')	 , confidence: 0.888,lift: 0.988
Rule: ('', 'constr type 1', '2.0', 'St') ==> ('8',)	 , confidence: 0.888,lift: 0.988
Rule: ('St', '2.0', 'constr type 1') ==> ('8', '1.0')	 , confidence: 0.888,lift: 4.680
Rule: ('2.0', 'St', '1.0', 'constr type 1') ==> ('8',)	 , confidence: 0.888,lift: 0.988
Rule: ('St', '2.0', 'constr type 1') ==> ('', 'otc alterations permit')	 , confidence: 0.888,lift: 0.988
Rule: ('', 'St', '2.0', 'constr type 1') ==> ('otc alterations permit',)	 , confidence: 0.888,lift: 0.988
Rule: ('constr type 1', '2.0', 'St') ==> ('', '8', '1.0')	 , confidence: 0.888,lift: 4.680
Rule: ('', 'constr type 1', '2.0', 'St') ==> ('8', '1.0')	 , confidence: 0.888,lift: 4.680
Rule: ('2.0', 'constr type 1', '1.0', 'St') ==> ('', '8')	 , confidence: 0.888,lift: 0.988
Rule: ('', '2.0', 'constr type 1', '1.0', 'St') ==> ('8',)	 , confidence: 0.888,lift: 0.988
Rule: ('St', '2.0', 'constr type 1') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('', 'St', '2.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('constr type 1', '2.0', 'St') ==> ('', 'otc alterations permit', '1.0')	 , confidence: 0.888,lift: 4.680
Rule: ('', 'constr type 1', '2.0', 'St') ==> ('otc alterations permit', '1.0')	 , confidence: 0.888,lift: 4.680
Rule: ('2.0', 'constr type 1', '1.0', 'St') ==> ('', 'otc alterations permit')	 , confidence: 0.888,lift: 0.988
Rule: ('', '2.0', 'constr type 1', '1.0', 'St') ==> ('otc alterations permit',)	 , confidence: 0.888,lift: 0.988
Rule: ('St', '2.0', 'constr type 1') ==> ('otc alterations permit', '1.0', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('2.0', 'St', '1.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('St', '2.0', 'constr type 1') ==> ('', 'otc alterations permit', '1.0', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('', 'St', '2.0', 'constr type 1') ==> ('otc alterations permit', '1.0', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('2.0', 'St', '1.0', 'constr type 1') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('', '2.0', 'St', '1.0', 'constr type 1') ==> ('otc alterations permit', '8')	 , confidence: 0.888,lift: 1.000
Rule: ('5.0', '2.0', 'complete') ==> ('8',)	 , confidence: 0.889,lift: 0.989
Rule: ('5.0', '2.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.889,lift: 0.989
Rule: ('5.0', '2.0', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.889,lift: 1.000
Rule: ('5.0', '2.0', 'complete') ==> ('', '8')	 , confidence: 0.889,lift: 0.989
Rule: ('5.0', '', '2.0', 'complete') ==> ('8',)	 , confidence: 0.889,lift: 0.989
Rule: ('5.0', '2.0', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 0.889,lift: 0.989
Rule: ('5.0', '', '2.0', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.889,lift: 0.989
Rule: ('5.0', '2.0', 'complete') ==> ('', 'otc alterations permit', '8')	 , confidence: 0.889,lift: 1.000
Rule: ('5.0', '', '2.0', 'complete') ==> ('otc alterations permit', '8')	 , confidence: 0.889,lift: 1.000
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('otc alterations permit',)	 , confidence: 0.889,lift: 0.989
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('8',)	 , confidence: 0.889,lift: 0.989
Rule: ('2.0', 'wood frame (5)', 'complete') ==> ('', 'otc alterations permit')	 , confidence: 0.889,lift: 0.989
